PLANT,Sanskrit/Ayurvedic Names,plant part,COMPOUND,pubchem ID,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic,cancer type,Toxicity (LD50)mg/kg,Prediction,PROTEIN TARGET,DOI NUMBER
,,fruit,DEOXYCAMPTOTHECIN,266552,Molecule 154,CCC1C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,C20H16N2O3,332.35,25,16,0.25,1,4,0,94.27,61.19,2.91,2.5,2.82,2.46,3.8,2.9,-3.88,4.35E-02,1.31E-04,Soluble,-3.43,1.23E-01,3.71E-04,Soluble,-6.19,2.14E-04,6.43E-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-6.55,0,0,0,0,0,0.55,0,0,0,3.73,,50,inactive,"camptothecin is a cutotoxic antitumor compound ,has beeen shown to produce protein linked DNA breaks  mediated by mammalian topoisomerase I. we have investigated the mechanism by whixh camptothecin disrupts DNA processing by topoisomerase I and have examined effect of certain structurally related compounds on formation of DNA topoisomerase I covalent complex",https://doi.org/10.1021/bi00437a018
,,root,TRIMETHYLELLAGIC-ACID,14777401,Molecule 155,COc1c(cc2c3c1oc(=O)c1c3c(oc2=O)c(c(c1)OC)OC)OS(=O)(=O)O,C17H12O11S,424.34,29,16,0.18,5,11,1,98.91,160.09,1.57,1.49,2.78,0.47,1.66,1.6,-3.49,1.38E-01,3.25E-04,Soluble,-4.46,1.47E-02,3.47E-05,Moderately soluble,-5.03,3.92E-03,9.25E-06,Moderately soluble,Low,No,No,No,No,No,No,No,-7.83,1,0,1,1,2,0.11,0,3,1,3.8,,NA,inactive,"The antitumor effects of TMEA on the cell proliferation were determined in HepG2, A549, and SW620 cells by MTS assay in vitro and on the tumor growth of SW620 xenografts bearing in nude mice in vivo. The mRNA expression of Bcl-2, Bax, caspase-3, VEGF, PI3K, and mTOR were measured by qRT-PCR and protein expression of Bcl-2, Bax, caspase-3, VEGF, PI3K, and mTOR by Western blotting, and the protein expression of Bcl-2, Bax, caspase-3 and CD31 were detected by immunohistochemical analysis in vivo, respectively. The results showed that TMEA combined with VEGFR2 in the functional pockets of Asn223A, Gly922A, and Leu840A and inhibited the proliferation, migration, tube formation, and expression of VEGF and its downstream signaling mediators in HUVECs. TMEA also significantly inhibited the proliferation of HepG2, A549, and SW620 cancer cells in vitro, and suppressed the growth of SW620 tumors in vivo. Moreover, TMEA upregulated the expression of proapoptotic factors Bax and caspase-3 and downregulated the expression of antiapoptotic factors CD31 and Bcl-2 in cancer cells and/or tumor tissues. The data indicate that TMEA executes its anticancer activity by inducing apoptosis and inhibiti","PMCID: PMC6997556
PMID: 32047442"
,,fruit,VINCOSIDE-LACTAM,44567645,Molecule 156,OCC1OC(OC2OC=C3C(C2C=C)CC2N(C3=O)CCc3c2[nH]c2c3cccc2)C(C(C1O)O)O,C26H30N2O8,498.53,36,9,0.5,4,8,5,130.65,144.71,2.67,0.41,-0.23,-0.43,0.23,0.53,-3.11,3.87E-01,7.76E-04,Soluble,-3.02,4.81E-01,9.65E-04,Soluble,-1.94,5.75E+00,1.15E-02,Soluble,Low,No,Yes,No,No,No,No,No,-9.05,0,2,1,1,0,0.56,1,1,1,5.8,,300,inactive,***,
Typhonium flagelliforme,Adyanda,,beta-daucosterol / Sitogluside,5742590,Molecule 157,CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)OC1OC(CO)C(C(C1O)O)O)C,C35H60O6,576.85,41,0,0.94,9,6,4,165.61,99.38,4.98,7.74,5.85,3.96,5.02,5.51,-7.7,1.15E-05,2.00E-08,Poorly soluble,-9.67,1.23E-07,2.14E-10,Poorly soluble,-4.4,2.28E-02,3.94E-05,Moderately soluble,Low,No,No,No,No,No,No,No,-4.32,1,4,0,0,1,0.55,0,1,3,8.02,,NA,inactive,"daucosterol reduced the proliferation, migration, and invasion capacities of HCC cells in a concentration-dependent manner. In addition, daucosterol reduced the levels of ?-catenin and p-?-catenin in HepG2 and SMMC-7721 cells. Furthermore, the Wnt signaling pathway inhibitor SB-216763 was used to treat HepG2 and SMMC-7721 cells with daucosterol. Our results showed that co-treatment with daucosterol and SB-216763 abolished the effects of daucosterol on cell inhibition ratios, cell migration, and cell invasion. These findings indicated that daucosterol inhibited cell migration and invasion in HCC cells via the Wnt/?-catenin signaling pathway. ","PMCID: PMC6152702
PMID: 28574485"
Murraya koenigii,"Alakavhaya, Chhardighna (curry patta)",leaf,mahanine,36689305,Molecule 158,CC(=CCCC1(C)C=Cc2c(O1)c(C)cc1c2[nH]c2c1ccc(c2)O)C,C23H25NO2,347.45,26,13,0.3,3,2,2,110.48,45.25,3.52,6.27,6.14,4.05,6.03,5.2,-6.12,2.66E-04,7.65E-07,Poorly soluble,-7.01,3.41E-05,9.82E-08,Poorly soluble,-6.89,4.52E-05,1.30E-07,Poorly soluble,High,No,No,Yes,Yes,Yes,No,Yes,-3.97,0,1,0,1,1,0.55,0,1,1,4.1,,4000,inactive," inhibit the PI3K/AKT signalling pathway.Mahanine inhibited cell-survival pathway by dephosphorylation of PIP3 dependent kinase 1 (PDK1) thereby deactivation of Akt and downregulation of Bcl-xL. In addition, mahanine activated caspase pathway (caspases 9 and 3) and eventually cleavage of DNA repair enzyme, PARP resulting DNA fragmentation and apoptosis. Mahanine treatment results in a decline in phospho-Akt levels and a disruption in the interaction of Akt with DNMT1 and DNMT3B. mahanine can reverse an epigenetically silenced gene, RASSF1A in prostate cancer cells by inhibiting DNMT activity that in turn down-regulates a key cell cycle regulator, cyclin D1",
,,leaf,"(E,E)-2,4-HEPTADIENAL",5283321,Molecule 159,CCC=CC=CC=O,C7H10O,110.15,8,0,0.29,3,1,0,35.02,17.07,1.83,1.62,1.71,1.54,1.66,1.67,-1.35,4.97E+00,4.51E-02,Very soluble,-1.59,2.83E+00,2.57E-02,Very soluble,-0.74,2.02E+01,1.83E-01,Soluble,High,Yes,No,No,No,No,No,No,-5.82,0,3,0,0,2,0.55,0,3,1,2.94,,1150,inactive,***,
,,leaf,(Z)-3-HEXENYL-ACETATE,129690438,Molecule 160,CCC=CCCCC(=O)OCCC=CCC,C14H24O2,224.34,16,0,0.64,10,2,0,69.75,26.3,3.77,3.95,4.02,3.48,4.16,3.88,-3.06,1.96E-01,8.72E-04,Soluble,-4.2,1.41E-02,6.27E-05,Moderately soluble,-3.36,9.70E-02,4.33E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-4.86,0,0,0,0,0,0.55,0,1,3,2.94,,NA,inactive,***,
,,leaf,2-ACETYL-FURAN,14505,Molecule 161,CC(=O)c1ccco1,C6H6O2,110.11,8,5,0.17,1,2,0,28.9,30.21,1.65,0.52,1.48,-0.18,1.58,1.01,-1.25,6.24E+00,5.67E-02,Very soluble,-0.73,2.07E+01,1.88E-01,Very soluble,-1.88,1.44E+00,1.31E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.6,0,3,0,0,1,0.55,0,0,1,1.93,,438,inactive,***,
,,leaf,2-FURANCARBOXALDEHYDE,7362,Molecule 162,O=Cc1ccco1,C5H4O2,96.08,7,5,0,1,2,0,24.1,30.21,1.03,0.41,1.09,-0.56,1.48,0.69,-1.16,6.70E+00,6.97E-02,Very soluble,-0.61,2.35E+01,2.45E-01,Very soluble,-1.47,3.23E+00,3.37E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.6,0,3,0,0,1,0.55,0,1,1,1.77,,65,inactive,***,
,,leaf,2-NONANONE,13187,Molecule 163,CCCCCCCC(=O)C,C9H18O,142.24,10,0,0.89,6,1,0,45.58,17.07,2.56,3.14,2.94,2.39,2.73,2.75,-2.3,7.06E-01,4.97E-03,Soluble,-3.17,9.66E-02,6.79E-04,Soluble,-3.01,1.40E-01,9.86E-04,Soluble,High,Yes,No,No,No,No,No,No,-4.94,0,1,0,0,2,0.55,0,0,1,1.52,,5000,inactive,***,
,,leaf,"3-(1,1-DIMETHYLALLYL)-XANTHYLETIN",14133592,Molecule 164,C=CC(c1cc2cc3C=CC(Oc3cc2oc1=O)(C)C)(C)C,C19H20O3,296.36,22,10,0.32,2,3,0,90.21,39.44,3.62,4.79,4.33,3.51,4.98,4.25,-4.9,3.74E-03,1.26E-05,Moderately soluble,-5.35,1.32E-03,4.47E-06,Moderately soluble,-5.74,5.43E-04,1.83E-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-4.71,0,0,0,0,0,0.55,0,2,1,3.78,,NA,inactive,***,
,,root,9-FORMYL-3-METHYLCARBAZOLE,10058925,Molecule 165,O=Cn1c2ccc(cc2c2c1cccc2)C,C14H11NO,209.24,16,13,0.07,1,1,0,66.26,22,2.19,3.6,3.74,3.17,3.16,3.17,-3.94,2.40E-02,1.15E-04,Soluble,-3.75,3.73E-02,1.78E-04,Soluble,-4.48,6.99E-03,3.34E-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.02,0,0,0,0,0,0.55,0,1,2,1.36,,800,inactive,***,
,,plant  ,ALPHA-CUBEBENE,442359,Molecule 166,CC(C1CCC(C23C1C2C(=CC3)C)C)C,C15H24,204.35,15,0,0.87,1,0,0,67.14,0,3.41,4.47,4.27,5.65,3.73,4.31,-3.86,2.84E-02,1.39E-04,Soluble,-4.19,1.32E-02,6.46E-05,Moderately soluble,-3.07,1.74E-01,8.51E-04,Soluble,Low,Yes,No,Yes,Yes,Yes,No,No,-4.37,1,0,0,0,1,0.55,0,1,2,5.31,,5000,inactive,"In particular, ?-cubebenoate-induced apoptosis was mediated by the alternation of Bax/Bcl-2 pathway and MAPK pathway","PMCID: PMC8839175
PMID: 35164001"
,,leaf,ALPHA-COPAENE,19725,Molecule 167,CC(C1CCC2(C3C1C2C(=CC3)C)C)C,C15H24,204.35,15,0,0.87,1,0,0,67.14,0,3.4,4.47,4.27,5.65,3.73,4.3,-3.86,2.84E-02,1.39E-04,Soluble,-4.19,1.32E-02,6.46E-05,Moderately soluble,-3.07,1.74E-01,8.51E-04,Soluble,Low,Yes,No,Yes,Yes,Yes,No,No,-4.37,1,0,0,0,1,0.55,0,1,2,4.62,,3700,inactive," the mechanisms of thecytotoxic action of ?-COP are not known, but oxida-tive stress is thought to be the main responsible mech-anism in its cellular toxicity. In addition to oxidativestress, previous studies reported that di?erent mecha-nisms have been linked to cytotoxicity of plant prod-ucts, including proteasome inhibition, topoisomeraseinhibition, inhibition of fatty acid synthesis, accumula-tion of p53, induction of cell cycle arrest, inhibition ofphosphatidyl-inositol 3-kinase or enhanced expressionof c-fos and c-myc","Biologia 69/7: 936—942, 2014Section Cellular and Molecular BiologyDOI: 10.2478/s11756-014-0393-5"
,,leaf,ALPHA-SELINENE,10856614,Molecule 168,CC1=CCCC2(C1CC(CC2)C(=C)C)C,C15H24,204.35,15,0,0.73,1,0,0,68.78,0,3.31,5.2,4.73,4.63,4.14,4.4,-4.32,9.85E-03,4.82E-05,Moderately soluble,-4.95,2.31E-03,1.13E-05,Moderately soluble,-3.55,5.79E-02,2.83E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-3.85,1,0,0,0,2,0.55,0,1,2,4.22,,5000,inactive, ?-selinene should be considered a potential antagonist of aromatase p450 in postmenopausal women suffering from breast carcinomas.,https://www.researchgate.net/publication/335950495_a-Selinene_from_Syzygium_aqueum_against_Aromatase_p450_in_Breast_Carcinoma_of_Postmenopausal_Women_in_Silico_Study
,,leaf,BETA-GURJUNENE,6450812,Molecule 169,CC1CCC2C(C3C1CCC3=C)C2(C)C,C15H24,204.35,15,0,0.87,0,0,0,67.14,0,3.24,4.71,4.27,5.65,3.8,4.33,-4.07,1.72E-02,8.43E-05,Moderately soluble,-4.44,7.44E-03,3.64E-05,Moderately soluble,-3.32,9.83E-02,4.81E-04,Soluble,Low,Yes,No,Yes,Yes,Yes,No,No,-4.2,1,0,0,0,1,0.55,0,1,2,3.7,,5000,inactive,***,
,,leaf,(Z)-3-HEXENYL-BUTANOATE,5352438,Molecule 170,CCC=CCCOC(=O)CCC,C10H18O2,170.25,12,0,0.7,7,2,0,50.99,26.3,2.79,2.71,2.69,2.47,2.6,2.65,-2.14,1.23E+00,7.23E-03,Soluble,-2.92,2.07E-01,1.21E-03,Soluble,-2.45,6.01E-01,3.53E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.41,0,0,0,0,1,0.55,0,1,1,2.4,,NA,inactive,***,
leea indica,Chatri,leaf,gallic acid,370,Molecule 171,OC(=O)c1cc(O)c(c(c1)O)O,C7H6O5,170.12,12,6,0,1,5,4,39.47,97.99,0.21,0.7,0.5,-0.16,-0.2,0.21,-1.64,3.90E+00,2.29E-02,Very soluble,-2.34,7.86E-01,4.62E-03,Soluble,-0.04,1.55E+02,9.10E-01,Soluble,High,No,No,No,No,No,No,Yes,-6.84,0,2,0,0,1,0.56,1,1,1,1.22,prostate cancer ,2000,inactive," The results showed that GA inhibited the proliferation and induced the apoptosis of osteosarcoma cells, accompanied by the upregulation of p-38 activation and the downregulation of c-Jun N-terminal kinase (JNK) and extracellular signal regulated kinase (ERK1/2) activation. Additionally, p38 MAPK inhibitor abrogated GA-induced growth inhibition of osteosarcoma cells, whereas JNK or ERK1/2 inhibitors sensitized osteosarcoma cells to GA-induced growth inhibition. In vivo studies further showed that GA administration decreased xenograft tumor growth in a dose-dependent manner. Immunohistochemistry analysis demonstrated the downregulation of PCNA and CD31 expression and upregulation of apoptosis in MNNG/HOS tumor tissues following GA treatment. This study demonstrates the antitumor efficacy of GA ","PMCID: PMC3516425
PMID: 22849560"
Clausena lansium,"Kattumunthiri, Kattukaruveppu",skin peel,anthocyanidins ,145858,Molecule 172,c1ccc(cc1)c1ccc2c([o+]1)cccc2,C15H11O+,207.25,16,16,0,1,1,0,66.06,13.14,-0.76,3.51,4.38,3.28,2.79,2.64,-4.01,2.02E-02,9.77E-05,Moderately soluble,-3.47,7.03E-02,3.39E-04,Soluble,-5.32,9.87E-04,4.76E-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-5.07,0,0,0,0,1,0.55,0,1,2,2.78,,2500,inactive,"It is reported that anthocyanins can control the expression and secretion of inflammatory factors by inhibiting the transcription factor NF??B, through multiple pathways to exert their anti?inflammatory function (Esposito et al., 2014; Peiffer et al., 2014). For example, cyanidin?3?glucoside (C?3?G), delphinidin?3?glucoside and petunidin?3?glucoside inhibit the activation of NF??B induced by external stimuli (e.g. LPS or IFN??) by acting on the PI3K/PKB and MAPK pathways (Afaq et al., 2005; Limtrakul et al., 2015) and can inhibit the expression of COX?2 and inducible NO synthase (iNOS), as well as the production of their products PGE2 and NO (Haseeb et al., 2013; Jeong et al., 2013; Peiffer et al., 2014). Miyake et al. (2012) and Burton et al. (2015) found that anthocyanins could also block the activation of STAT3 and inhibit the expression of NF??B. anthocyanins prevent carcinogenesis by targeting the MAPK pathway and AP?1 and by inhibiting RTK activity and its signal cascade pathway to regulate the expression of cancer?related genes, which leads to cell cycle arrest and DNA repair. At the development stage, anthocyanins induce apoptosis of cancer cells by activating caspase, mediated by ROS and JNK/p38?MAPK. In addition, anthocyanins inhibit cancer metastasis by targeting the VEGF signal pathway and extracellular matrix degradation.Increasing evidence indicates that the main molecular mechanism of their antitumour effects lies in inhibiting the cancer cell growth and metastasis by targeting RTKs (EGFR, PDGFR and VEGF/VEGFR) by acting on Ras?MAPK and PI3K/Akt signal cascade pathways. At the initial stage, anthocyanin inhibits inflammation by acting on the PI3K/Akt and NF??B pathway to suppress the expression of COX?2 and iNOS, thus preventing normal cells from transformation by regulating the expression of phase II antioxidant enzymes to achieve antioxidation through Nrf2/ARE signal system.","PMCID: PMC5429338
PMID: 27646173"
Vernonia amygdalina,kaattu sanjeevi,leaf,doxorubicin,31703,Molecule 173,OCC(=O)C1(O)CC(OC2CC(N)C(C(O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC,C27H29NO11,543.52,39,12,0.44,5,12,6,132.66,206.07,2.16,1.27,-0.32,-2.1,1.17,0.44,-3.91,6.72E-02,1.24E-04,Soluble,-5.2,3.46E-03,6.36E-06,Moderately soluble,-3.46,1.87E-01,3.44E-04,Soluble,Low,No,Yes,No,No,No,No,No,-8.71,3,2,1,1,3,0.17,1,1,1,5.81,breast cancer,205,inactive,"In brief, doxorubicin is oxidized to semiquinone, an unstable metabolite, which is converted back to doxorubicin in a process that releases reactive oxygen species. Reactive oxygen species can lead to lipid peroxidation and membrane damage, DNA damage, oxidative stress, and triggers apoptotic pathways of cell death [10]. Candidate genes that may modulate this pathway involve those capable of the oxidation reaction (NADH dehydrogenases, nitric oxide synthases, xanthine oxidase) [11,12] and those capable of deactivating the free radicals such as glutathione peroxidase, catalase, and superoxide dismutase. Alternatively, doxorubicin can enter the nucleus and poison topoisomerase-II, also resulting in DNA damage and cell death [13]. Candidate pharmacogenes for this part of the pathway include the enzymes involved in the DNA repair mechanisms and the cell cycle control (TOP2A, MLH1, MSH2, TP53, and ERCC2 genes).","PMCID: PMC3116111
NIHMSID: NIHMS286388
PMID: 21048526"
Vitex negundo,nirgundi,leaf,(E)-beta-farnesene,5281517,Molecule 174,C=CC(=C)CCC=C(CCC=C(C)C)C,C15H24,204.35,15,0,0.47,7,0,0,72.32,0,3.86,6.03,5.2,4.84,4.93,4.97,-4.44,7.35E-03,3.60E-05,Moderately soluble,-5.81,3.18E-04,1.55E-06,Moderately soluble,-3.74,3.73E-02,1.82E-04,Soluble,Low,No,No,Yes,No,Yes,No,No,-3.27,1,0,0,0,2,0.55,0,2,2,3.42,,5000,inactive,***,
Dysoxylum binectariferum,deva,bark ,Rohitukine,13422573,Molecule 175,CN1CCC(C(C1)O)c1c(O)cc(c2c1oc(C)cc2=O)O,C16H19NO5,305.33,22,10,0.44,1,6,3,86.36,94.14,2.31,1.36,0.91,-0.08,1.68,1.24,-2.86,4.21E-01,1.38E-03,Soluble,-2.94,3.51E-01,1.15E-03,Soluble,-2.91,3.75E-01,1.23E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.2,0,0,0,0,0,0.55,0,0,0,3.78,,566,inactive,"We performed cytotoxicity assay to evaluate the effect of Rohitukine on cell viability and also determined the effects of drug on generation of reactive oxygen species, induction of apoptosis and expression of Slt2 and Hog1 gene at mRNA level in the presence of drug. The results of this study show a differential effect in the activity of drug between the WT, Slt2 and Hog1 gene deletion strain indicating involvement of MAPK pathway. Further, we investigated Rohitukine induced cytotoxic effects in lung cancer cells and stimulated the productions of ROS after exposure for 24 hrs. Results from western blotting suggest that Rohitukine triggered apoptosis in A549 cell line through upregulation of p53, caspase9 and down regulation of Bcl-2 protein. ",PMID: 26405812 PMCID: PMC4583253 DOI: 10.1371/journal.pone.0137991
Indigofera tinctoria,"Anjanakesika, Asita",plant  ,Indigotin,10215,Molecule 176,O=C1c2ccccc2N=C1c1[nH]c2c(c1O)cccc2,C16H10N2O2,262.26,20,15,0,1,3,2,80.62,65.45,2.19,2.73,2.81,1.29,4.1,2.63,-3.67,5.54E-02,2.11E-04,Soluble,-3.76,4.57E-02,1.74E-04,Soluble,-5.7,5.22E-04,1.99E-06,Moderately soluble,High,Yes,No,Yes,No,No,Yes,Yes,-5.96,0,0,0,0,0,0.55,0,0,0,2.95,,1500,inactive,***,
,,plant  ,INDICAN,441564,Molecule 177,OCC1OC(Oc2c[nH]c3c2cccc3)C(C(C1O)O)O,C14H17NO6,295.29,21,9,0.43,3,6,5,72.44,115.17,1.26,-0.11,-0.65,-1.13,-0.18,-0.16,-1.72,5.62E+00,1.90E-02,Very soluble,-1.86,4.12E+00,1.39E-02,Very soluble,-1.1,2.37E+01,8.02E-02,Soluble,High,No,No,Yes,No,No,No,No,-8.18,0,1,0,0,0,0.55,0,0,0,4.23,,2500,inactive,***,
urtica spp.,Vrscikali,root ,"3,4-DIVANILLYLTETRAHYDROFURAN",182210,Molecule 178,COc1cc(ccc1O)CC1COCC1Cc1ccc(c(c1)OC)O,C20H24O5,344.4,25,12,0.4,6,5,2,95.93,68.15,3.03,3.51,3.16,1.98,3.76,3.09,-4.15,2.46E-02,7.15E-05,Moderately soluble,-4.62,8.17E-03,2.37E-05,Moderately soluble,-5.18,2.26E-03,6.58E-06,Moderately soluble,High,Yes,No,No,No,No,Yes,Yes,-5.91,0,0,0,0,0,0.55,0,0,1,3.27,prostate cancer ,2000,inactive/Active," The results of assays on cells have shown that DTH lignan behaves different like being more toxic to LNCaP cells than PC3 cells, depending on androgen sensitivity.",1https://doi.org/10.1089/cbr.2020.3602
Achyranth,Indhana,leaf ,absinthin,442138,Molecule 179,CC1C(=O)OC2C1CCC(C1C2=C(C)C2C1C1C3C2(C(=C1)C)C1OC(=O)C(C1CCC3(C)O)C)(C)O,C30H40O6,496.64,36,0,0.8,0,6,2,135.29,93.06,2.77,2.24,3.8,3.95,3.22,3.2,-4.33,2.32E-02,4.67E-05,Moderately soluble,-3.83,7.35E-02,1.48E-04,Soluble,-3.94,5.75E-02,1.16E-04,Soluble,High,No,Yes,No,No,No,No,No,-7.74,0,3,0,0,0,0.55,0,2,1,7.19,breast cancer,1330,inactive,***,
,,root ,BETAINE,247,Molecule 180,[O-]C(=O)C[N+](C)(C)C,C5H11NO2,117.15,8,0,0.8,2,2,0,28.35,40.13,-2.19,-0.13,-1.56,-3.67,-3.33,-2.18,-0.35,5.20E+01,4.44E-01,Very soluble,-0.26,6.45E+01,5.51E-01,Very soluble,-0.82,1.76E+01,1.50E-01,Soluble,Low,No,Yes,No,No,No,No,No,-7.11,0,4,0,0,1,0.55,0,1,1,1,,650,inactive,"Betaine has been inversely associated with the risk of breast cancer [14], nasopharyngeal carcinoma [15], and colorectal cancer [16] and was also shown to decrease lung cancer risk [8]. Moreover, betaine supplementation seems to attenuate oxidative stress [17] and to have an anti-inflammatory effect through NF-?B modulation and antiangiogenic effects [18]. Some articles have shown that betaine is able to inhibit the growth of cancer cells in vitro [19, 20] by regulating the expression of protooncogenes and tumour suppressors by stabilizing their methylation patterns [5]. Kim et al. [21] also recently reported that the effects of betaine are linked to the suppression of NF-?B and Akt signal pathways in vitro and in vivo.","PMCID: PMC5011231
PMID: 27635139"
,,shoots,ECDYSTERONE,5459840,Molecule 181,OC1CC2(C)C(CC1O)C(=O)C=C1C2CCC2(C1(O)CCC2C(C(CCC(O)(C)C)O)(O)C)C,C27H44O7,480.63,34,0,0.89,5,7,6,129.74,138.45,2.92,0.46,1.85,1.13,2.43,1.76,-2.78,7.98E-01,1.66E-03,Soluble,-2.94,5.57E-01,1.16E-03,Soluble,-2.33,2.23E+00,4.65E-03,Soluble,High,No,Yes,No,No,No,No,No,-8.91,1,2,0,1,1,0.55,0,0,1,6.36,,9000,inactive/Active,we have revealed that Ecdy sensitizes breast cancer cell lines to 2-DG which is in accordance with Ecdy-mediated down-regulation of energy metabolism.. The Ecdysterone-Paeonol combination drug reduces pro-inflammatory cytokines production by inhibiting the NF-?B pathways. Systems pharmacology dissection results uncovered the detailed molecular mechanism and multiple targets of Ecdysterone-Paeonol. These findings position Ecdysterone-Paeonol as a potential treatment candidate. ,"PMCID: PMC6695810
PMID: 31382644"
,,plant  ,SAPOGENINS,21139920,Molecule 182,CC1CCC2(OC1)OC1C(C2C)C2(C(C1)C1CCC3C(C1CC2)(C)CCCC3)C,C27H44O2,400.64,29,0,1,0,2,0,120.91,18.46,4.75,8.2,6.82,5.96,5.21,6.19,-7.49,1.30E-05,3.24E-08,Poorly soluble,-8.45,1.43E-06,3.56E-09,Poorly soluble,-5.33,1.88E-03,4.70E-06,Moderately soluble,Low,No,No,Yes,No,No,No,No,-2.92,1,2,0,1,1,0.55,0,0,2,6.79,,2600,inactive,***,
